"J_shopt","J_shopt href","mode-tc","city","tel","time"
"雷老哥土鲫鱼下饭菜","https://www.dianping.com/shop/k1n1birRDG1GOEgo","清河嘉园西区3号楼2单元1层103底商","[北京]","18547608294","2025-11-09 11:41"
"一亩茶舍·商务会议·休闲聚会·茶馆","https://www.dianping.com/shop/k9YgjVFlbw60xNF3","768创意园","[北京]","15652970337","2025-11-08 13:39"
"YIMU一亩咖啡·茶饮·天空农场·自然手作","https://www.dianping.com/shop/k9x2JLVgV7vtaCj7","世纪金源6层","[北京]","13488735194","2025-11-08 13:38"
"八重米藏拙","https://www.dianping.com/shop/k3HeBVrCzZs0bkYs","长安北路261号SKP购物中心负一楼UB1006-7商铺","[西安]","83699856","2025-11-08 13:19"
"酒鬼金居酒屋のんべい","https://www.dianping.com/shop/G1ibuoenXYL4vhJw","学清路8号科技财富中心A座一层A103C","[北京]","82412410","2025-11-07 18:42"
"作故私房菜","https://www.dianping.com/shop/kaaXLYGS5ExqzucN","番禺路232号院内","[上海]","17600802435","2025-11-07 10:23"
"郭记小街麻辣烫","https://www.dianping.com/shop/H2YsWahoaWYtbpy5","团结湖东里6-4号","[北京]","18838017593","2025-11-05 21:01"
"瓷咖啡Cí COFFEE","https://www.dianping.com/shop/k18LnhRjue2JtK1L","团结湖东里10号团结新里together4栋1层110号（园区停车场方向）","[北京]","15810906459","2025-11-05 20:43"
"Sunflour","https://www.dianping.com/shop/l8xbSnsTYdJJxMjT","安福路308号103-104室","[上海]","64737757","2025-11-04 16:52"
"了辛·爆汁烤冷面","https://www.dianping.com/shop/FlxDWrbf7ByfMz1E","复兴路69号五棵松万达广场LG层探五哩街区B1107","[北京]","15910350331","2025-11-04 14:54"
"野酸椒贵州小馆","https://www.dianping.com/shop/G91yignBiJSGMyml","团结湖街道团结湖北头条8号","[北京]","18210307715","2025-11-04 14:38"
"二马路老李炸炸炸","https://www.dianping.com/shop/H2YEaWYPZvpp74Pi","黄兴北路大王家巷287号","[长沙]","13548586441","2025-11-04 13:39"
"比格比萨自助","https://www.dianping.com/shop/F3jsndwAqZiSe4iH","湖光中街望京西地铁站C口对面（望承公园北门）","[北京]","64139576","2025-11-04 11:42"
"有书空间","https://www.dianping.com/shop/l1woOVxBMdOgdrid","红军营南路36号暖山生活2层","[北京]","18210927465","2025-11-03 22:03"
"山野板扎·云贵川Bistro","https://www.dianping.com/shop/l1Yk8lQOkc7nm3cM","西单北大街131号西单大悦城6F","[北京]","18515309636","2025-11-03 21:53"
"KIDSMO","https://www.dianping.com/shop/kaLcugblINSil12b","十全街519号（十全街与凤凰街交叉口东北25米）","[苏州]","18136131519","2025-11-03 17:33"
"哼哼小食堂","https://www.dianping.com/shop/kaAgDyNfL3WB3rGh","安化北里6号楼东侧南边平房","[北京]","15600161124","2025-11-03 10:07"
"Yummylicious by ZAZA","https://www.dianping.com/shop/l4fkiH6ErUzMGd8z","沙滩后街17号","[北京]","18501176832","2025-11-02 16:09"
"丁家牛肉面","https://www.dianping.com/shop/l9t1w1pCEn0S8KyZ","金康路东口","[西安]","13991979736","2025-11-02 15:49"
"渔之牛•炖肉煲•油边王","https://www.dianping.com/shop/H8nKJUaILDzZib3Q","华丰大厦底商","[北京]","13520136612","2025-11-02 09:34"
"麓清Art Room咖啡","https://www.dianping.com/shop/H6kidbBYGKIZZOAB","长春桥路万柳亿城中心C1座1904","[北京]","13810894940","2025-11-01 23:58"
"二妹美食","https://www.dianping.com/shop/l8tAEppSmDRmcAIk","东大桥路光华西里(光华路SOHO西南)4栋1层110号","[北京]","13990074157","2025-10-29 11:14"
"乐衢小馆","https://www.dianping.com/shop/l9NwJ75g8Kg7bCm3","望京东园七区8号楼8-37临街","[北京]","17888837289","2025-10-29 09:51"
"南城鸟店·走地鸡火锅·椰子鸡·糟粕醋","https://www.dianping.com/shop/l9Dre3uhCBEZZKMj","石榴庄西街125-1号","[北京]","13895309454","2025-10-29 08:43"
"俏东北","https://www.dianping.com/shop/G66vEjRZjnDeymPU","复兴路69号五棵松华熙LIVE南广场G18","[北京]","15701330418","2025-10-28 19:39"
"Focus by Bill Yue 岳法餐","https://www.dianping.com/shop/GamNvk6Ezcfi3XVq","交子大道500号合景摩方购物中心一楼131A号（商场一楼背后外街.二号电梯厅出场左拐第二个商铺）","[成都]","17702807727","2025-10-28 19:06"
"Mercante商贾·意大利小馆","https://www.dianping.com/shop/l4JIq3MIxqp7wEzz","西砖胡同51号","[北京]","18519229589","2025-10-28 19:03"
"Mercante商贾·意大利小馆","https://www.dianping.com/shop/k9dcawvb3gwuCzMF","赵府街69号","[北京]","18610395579","2025-10-28 19:03"
"Ora Coffee","https://www.dianping.com/shop/la5sK92PuuFNx72P","东三环中路7号院7楼一层1-10单元ora","[北京]","13031033930","2025-10-26 18:19"
"Blue·G Bakery","https://www.dianping.com/shop/H5fy4H0x1PP1UfQJ","新风街3号院3幢一层113","[北京]","18612668709","2025-10-26 18:18"
"宁海食府","https://www.dianping.com/shop/kaJ9aMB39oZMWRJJ","复兴路69号五棵松万达广场五号门五层南区5F-1","[北京]","68132777","2025-10-26 16:48"
"共享空间","https://www.dianping.com/shop/G2Jno1LAtWhTt3yh","学院路37号北京航空航天大学(学院路本部校区)","[北京]","82317881","2025-10-25 23:04"
"金尘小铺·茶咖夜酒","https://www.dianping.com/shop/G1b5n1GYpgONGmsQ","交大东路2号院1号楼","[北京]","62250506","2025-10-25 23:02"
"Foolover芙乐花荟咖啡","https://www.dianping.com/shop/k2nVl9XLinAADX5j","科学院南路31号","[北京]","13699216790","2025-10-25 23:02"
"Hide&Seek","https://www.dianping.com/shop/Gaey4AwDF5u9Z1AH","芳园西路6号丽都花园院内","[北京]","13001089118","2025-10-25 15:50"
"Sournice咖啡","https://www.dianping.com/shop/Ha9RAgfSHnWfhaHy","北三环西路甲18号院下沉广场-B2-201室","[北京]","15527546321","2025-10-24 20:40"
"myfika星客咖啡","https://www.dianping.com/shop/G4yXYNxKk6UXLEv9","软件园二号路中关村软件园孵化器2号楼1层","[北京]","62980060","2025-10-24 15:17"
"云卷云书","https://www.dianping.com/shop/k4ZpqdJ8wGze5A7t","双桥E9创新工场7号楼1层（东门进大堂,左手边）","[北京]","18911953531","2025-10-22 20:49"
"怡庭大堂吧 Bistrot B Lounge·Bar","https://www.dianping.com/shop/G9LptBZ8MZhM6cw8","东三环北路呼家楼京广中心北京瑰丽酒店一层（近呼家楼地铁站D出口、渣打银行、朝阳剧场斜对面）","[北京]","65360066","2025-10-22 14:30"
"GluGlu","https://www.dianping.com/shop/k1AY9YBSaBht7CzP","和旭路37号","[厦门]","18259406270","2025-10-22 14:29"
"京艷·京府菜","https://www.dianping.com/shop/G7XshRlqcS2kZHMv","建国门外大街2号银泰中心1-2层","[北京]","13521580767","2025-10-22 14:14"
"GAO餐厅","https://www.dianping.com/shop/H7xDRQWsZjRblqpw","姚家园路与团结湖北三条交叉口东南100米","[北京]","13381069571","2025-10-22 14:13"
"PALA PALA","https://www.dianping.com/shop/G6vBtcQHpOpjYoJR","建国门外大街17号28号楼底商2-111室（秀水南街）","[北京]","18210381095","2025-10-22 14:12"
"望岩·照Sushi","https://www.dianping.com/shop/ipDPMZynZ3geUkfV","锦官驿街道大川巷9号附14号","[成都]","15756590067","2025-10-20 13:25"
"Ember bistro 碳火餐厅","https://www.dianping.com/shop/laxhN7k4Eu98mq58","甘肃路32号永顺里底商（静园西行50米）","[天津]","15222787554","2025-10-20 13:06"
"杨家铜锅涮肉","https://www.dianping.com/shop/H34nmfAgE9ah2pt7","孔雀城英国宫祁各庄镇窝坨村中石化加油站对面","[大厂回族自治县]","15930633114","2025-10-20 12:15"
"新7天","https://www.dianping.com/shop/H75T4ACPwHVKpwrF","中关村街道中关村大街46-1(燕山大酒店对面)","[北京]","61668081","2025-10-19 11:55"
"Ci Ci By 圆场","https://www.dianping.com/shop/k7E0p0VSSEmJvOWL","海淀街道中关村大街59号人民大学内中区食堂旁(近当代商城)","[北京]","18500358580","2025-10-19 11:53"
"90&AboveCoffee晨言暮语咖啡","https://www.dianping.com/shop/H1mNx7leUZebs9vT","东大街2号综合商业楼1层","[北京]","16600020129","2025-10-18 16:35"
"福順小館Fusionality","https://www.dianping.com/shop/l9QaonQUtmduUGv2","招商街道荔园路9号G&G创意社区102-3","[深圳]","19928715669","2025-10-18 11:31"
"长鱼大叔浇头面","https://www.dianping.com/shop/H8awY02BUfi5c3JM","展览路街道西直门外大街137号3栋1-1","[北京]","13261038857","2025-10-18 11:24"
"樟荣·沙县手工小吃","https://www.dianping.com/shop/G5QZydNMeAWTSsLy","中关村东路66号甲1号楼1层商业3","[北京]","18613390803","2025-10-18 11:22"
"1996川菜·主厨餐厅","https://www.dianping.com/shop/EiIhiO0ICPQ2RU7k","星火东路将台洼甲4号","[北京]","13810507344","2025-10-17 22:02"
"苏斌烤肉","https://www.dianping.com/shop/l602jw6mZxaFOzvY","青年路西口向东50米（西安银行对面）","[西安]","13772448195","2025-10-17 11:48"
"昊·来了寿司","https://www.dianping.com/shop/k6zRV4l7AqzVPOo3","青年路姚家园113号13号","[北京]","15810262474","2025-10-17 11:35"
"昊·来了寿司","https://www.dianping.com/shop/l5w4c7gIUN1ixfdg","鲁谷路台湾街B区1号楼1-1-F","[北京]","15810262474","2025-10-17 11:35"
"KAI FINE開飯·汉堡排","https://www.dianping.com/shop/H9RYinLhqHCLH34E","北新桥街道东四北大街62号（北新桥地铁站C东南口步行320米）","[北京]","18610688841","2025-10-16 21:18"
"谷予朝食·面包","https://www.dianping.com/shop/G4Ya3KSM9IJ5j5iM","杏林街1号（杏林街与明泽街交叉路口西侧）","[大连]","18624289330","2025-10-16 21:14"
"divecoffee扎猛","https://www.dianping.com/shop/ig97X2K8F91cGszh","阳光巷11号楼","[大连]","15104091444","2025-10-16 21:14"
"样样红·海鲜·鲁菜","https://www.dianping.com/shop/k4h5ULA1q41GElLS","经济技术开发区香山路8号内7号楼1号网点","[烟台]","6376918","2025-10-16 21:12"
"神巅大坨牛肉面","https://www.dianping.com/shop/l7kB4vriSZapWxFs","灯市口大街7号（灯市口地铁站A口西北步行320米）","[北京]","85197367","2025-10-16 21:11"
"峪见嘉面","https://www.dianping.com/shop/l6IWmlkhNSe7jYrn","西坝河西里23号嘉汇中心-A座一层第五商铺（嘉汇中心4号楼）","[北京]","13070008889","2025-10-16 21:11"
"燕春楼","https://www.dianping.com/shop/H6PfXvI8I1xsaKP4","张自忠路7号","[天津]","27348888","2025-10-16 21:10"
"宣和苑","https://www.dianping.com/shop/k4xsuyC4yRVE58qL","西二环北路华侨新村32号","[福州]","83737867","2025-10-16 21:10"
"丰年鳗鱼饭","https://www.dianping.com/shop/H7DZsmWsEtxzsTIo","北土城东路惠新里248号楼一层8号","[北京]","18514291039","2025-10-16 21:09"
"秀儿府","https://www.dianping.com/shop/G32AtEclLc8lmT13","小关路北投奥园1314园区13号楼（近西南门、北土城地铁站B口北行100米、可免费停车2小时）","[北京]","64455889","2025-10-16 21:09"
"やきとり鶏丸","https://www.dianping.com/shop/l4yrIQSAntnGH2gH","彦根市旭町9-6 彦根ステーションビル 1F","[滋贺]","","2025-10-16 21:09"
"满麵 二郎系拉麵","https://www.dianping.com/shop/jd7jgByGznkjsItn","芳草地北巷甲1号","[北京]","19050108328","2025-10-16 21:08"
"麵久","https://www.dianping.com/shop/k2f0xggxJnxron0P","天泽路新恒基国际大厦一层左边走廊里边鱼清旁","[北京]","","2025-10-16 21:08"
"大無限和食·拉面·烧鸟","https://www.dianping.com/shop/ESeaNWW18HDhnpwz","光华路东里8号院中海广场B1-05号","[北京]","18600518608","2025-10-16 21:08"
"献上伊吹そば つる亀庵","https://www.dianping.com/shop/H9M5YPkWwcn3LnxQ","〒522-0062 滋賀県彦根市立花町１−1","[滋贺]","+81-749262615","2025-10-16 21:07"
"美作","https://www.dianping.com/shop/H1ifDLOqF46P1Jbs","〒650-0004 兵庫県神戸市中央区中山手通１丁目８−1-1F 明関ビル","[神户]","+81-783320983","2025-10-16 21:07"
"蒙古往事铁锅焖面","https://www.dianping.com/shop/G7RPJiETDNBBPGAn","良庄街6号楼1层106","[北京]","81723117","2025-10-16 21:07"
"志津可","https://www.dianping.com/shop/G1HTIgLmzIQlWDIT","大阪府大阪市北区西天満1-13-7","[大阪]","+81-663649129","2025-10-16 21:07"
"IF野生面包店","https://www.dianping.com/shop/k6345HMWHElo1v51","阜安西路望京SOHOT1一层1133","[北京]","13269030219","2025-10-16 21:07"
"大黒","https://www.dianping.com/shop/l2OYWpDXsT8LAM8I","〒542-0071 大阪府大阪市中央区道頓堀２丁目２−7","[大阪]","+81-662111101","2025-10-16 21:06"
"和颜悦色小西餐","https://www.dianping.com/shop/H5QG48yjI1QFtbVB","合生·麒麟社1号楼107室星巴克侧门对面","[北京]","13716458607","2025-10-16 21:06"
"鮨膳","https://www.dianping.com/shop/HaXQ3jD8yo0dkdjC","五四大街33号2层","[北京]","13901089898","2025-10-16 21:04"
"锦食屋·日本料理","https://www.dianping.com/shop/l4vWuy3nzCthlPLV","朝阳公园路好运街1-19B1","[北京]","17801581519","2025-10-16 21:04"
"九州料理·燒酎BAR  满天","https://www.dianping.com/shop/k8E2KHfO6ijXYc3A","亮马桥路42号北京光明饭店地下一层","[北京]","17800163581","2025-10-16 21:04"
"宝岛眷村","https://www.dianping.com/shop/k9fXAgGVmnsBgBR6","利泽中一路一号院博雅国际1号楼一层101F","[北京]","18210004718","2025-10-16 21:03"
"福重寿司","https://www.dianping.com/shop/k5qNOPpz50Boq2Lu","〒649-2211 和歌山県西牟婁郡白浜町890-105","[白滨]","+81-739423547","2025-10-16 20:59"
"1997荆楚土锅子·红蕃茄","https://www.dianping.com/shop/l4auviAhu1cxkBVQ","玉渊潭南路翠微南里36号","[北京]","68215512","2025-10-16 20:58"
"Kirinya Honmachihonten","https://www.dianping.com/shop/H5sMEHOlbJfawsP4","〒541-0046 大阪府大阪市中央区平野町３丁目２−2","[大阪]","+81-662278859","2025-10-16 20:57"
"胖叔の炸猪排饭","https://www.dianping.com/shop/l98zLOHp4uDgrgy7","呼家楼街道北京嘉里中心地下1层B13号（近国贸）","[北京]","18601323886","2025-10-16 20:55"
"面勝","https://www.dianping.com/shop/GaPHoKK7bLmQ8YEY","阳光都市1号楼1层103-12号铺","[北京]","18515563027","2025-10-16 20:54"
"面勝·三忘湖面馆","https://www.dianping.com/shop/l1cQXRx21W1aBHd0","赵府街27号","[北京]","18663934186","2025-10-16 20:54"
"炭火焼一絆","https://www.dianping.com/shop/G6JPgJOCSEv7L7lr","久留米市东町34-1","[福冈]","","2025-10-16 20:54"
"37","https://www.dianping.com/shop/H8Nf8Law7SsXcBuP","春吉3-11-19","[福冈]","+81-50-54566465","2025-10-16 20:54"
"鮨海","https://www.dianping.com/shop/k3zX7xhvwcKpN2I7","小亮马桥西路6号提灯街","[北京]","17801320231","2025-10-16 20:54"
"嗣味","https://www.dianping.com/shop/k5WSpSU3sJTKU3rp","福岡県福岡市中央区高砂1-6-6 サンクス高砂 1F","[福冈]","+81-924011819","2025-10-16 20:53"
"魚ト肴いとおかし","https://www.dianping.com/shop/l2ZUhBAGWju036SE","〒810-0003 福岡県福岡市中央区春吉３丁目２５−27","[福冈]","+81-92-7151004","2025-10-16 20:53"
"梅山鉄平食堂 博多店","https://www.dianping.com/shop/G1CoURM3EDgSFQDB","2-8-12 The Blossom Hakata 2Fhakataekimae hakataku fukuoka-city Fukuoka JAPAN","[福冈]","+81-922607177","2025-10-16 20:53"
"天麩羅処ひらお アクロス店","https://www.dianping.com/shop/G2L7MUcXYFcll54n","1 Chome-1-１ Tenjin, Chuo Ward, Fukuoka, Fukuoka Prefecture 810-0001日本","[福冈]","+81-927165511","2025-10-16 20:53"
"牛老二海鲜烧烤","https://www.dianping.com/shop/k8I92VPVc5iFZw4F","黄海一路华美酒店南九一会所隔壁","[日照]","18263312858","2025-10-16 20:53"
"大砲ラーメン","https://www.dianping.com/shop/l8xTco7RDQroR5e3","〒830-0005 福岡県久留米市通外町１１−8","[福冈]","+81-942336695","2025-10-16 20:53"
"日照人家·山东老字号","https://www.dianping.com/shop/la6COk9UX2hXD2Tt","文登路216号","[日照]","3719777","2025-10-16 20:53"
"美食人家","https://www.dianping.com/shop/H1C9oGb6FMI0DtiR","天诚时尚小区001幢1单元1-101号","[日照]","13562350088","2025-10-16 20:53"
"岚山香渔屋","https://www.dianping.com/shop/H6uo6OYEOKoMTcgk","东营路曲师大南门对面","[日照]","19963306058","2025-10-16 20:53"
"京巴郎·馕巴扎","https://www.dianping.com/shop/G2VkXSMMyH8sUaqM","物美一层","[北京]","17599987163","2025-10-16 20:52"
"拉麵頭子RAMENHEAD","https://www.dianping.com/shop/H9xQJv79fSZN3FsO","新东路8号院3号楼1层1-001-2","[北京]","15510202526","2025-10-16 20:52"
"Seeyaa","https://www.dianping.com/shop/H5CJbfXg1AADcZkV","朝外大街6号16号楼101","[北京]","18618352031","2025-10-16 19:57"
"侨美食家·40年地道粤菜","https://www.dianping.com/shop/H1ecmUnkWyL9ZkpT","沙面南街52号（白天鹅宾馆斜对面）","[广州]","81217018","2025-10-16 14:37"
"南亚拉咖啡 SouthYarra Cafe","https://www.dianping.com/shop/H8uknv5HmYxTuS1z","牡丹园金尚嘉园甲2号院3号楼底商3101","[北京]","13260216388","2025-10-16 14:23"
"只此芳菲茶咖叙","https://www.dianping.com/shop/H8YRICntNl8r8Ged","北土城西路1号北土城公园蓟草芬菲景区西侧平房","[北京]","18519638677","2025-10-16 14:23"
"1901 Cafe","https://www.dianping.com/shop/ka4dvPfKQwcsHt8N","什刹海街道西安门大街101号（近西什库大街）","[北京]","66160335","2025-10-16 14:22"
"定边麻辣烫","https://www.dianping.com/shop/H14RkKa6rXP81wwA","未央路龙首原地铁c出口宫园壹号小区南门","[西安]","15202497127","2025-10-16 14:14"
"许记菜盒","https://www.dianping.com/shop/l7GapC8vsGn21UiW","北沙坡路兰蒂斯城-东区","[西安]","","2025-10-16 14:14"
"全中臭豆腐","https://www.dianping.com/shop/H9DdeU20NTvz4BR7","大学南路西北大学南门面房09号","[西安]","15991857706","2025-10-16 14:14"
"陕南泡菜米线","https://www.dianping.com/shop/H1K9jLeopndSXCAB","西仪坊劳动村小区西门","[西安]","15229061966","2025-10-16 14:13"
"小红门米线","https://www.dianping.com/shop/H1ef0Lk0zT6DVwCp","洪庆庆华南区(祥云路北)","[西安]","13720432930","2025-10-16 14:13"
"小武西安传统烧烤","https://www.dianping.com/shop/G7A2qV7es8JnRju9","佳膳坊与红专南路交叉口向东120米路南一楼（距大唐不夜城,陕西历史博物馆驾车5分钟）","[西安]","17391721996","2025-10-16 14:12"
"小胡子胡辣汤","https://www.dianping.com/shop/H3lT5a1N0CZWDWDR","桃园东路与新园路交叉口西60米","[西安]","15339225931","2025-10-16 14:12"
"北方商店","https://www.dianping.com/shop/k9m0CwRNG3PJT6pV","南大街印花布园4号院旁临街商铺","[西安]","","2025-10-16 12:33"
"MOWU书局","https://www.dianping.com/shop/Haa0W4c9NJPbea2I","龙翔路乙1号（北极寺公园南部）","[北京]","18600737900","2025-10-16 10:34"
"泊星地咖啡","https://www.dianping.com/shop/laURQxqN0G1DkhcV","清华大学美术学院B座二楼","[北京]","","2025-10-16 10:19"
"泊星地咖啡馆","https://www.dianping.com/shop/l9WoMAEcLCyRwZCe","北京大学家园食堂东南角","[北京]","","2025-10-16 10:18"
"草图咖啡","https://www.dianping.com/shop/G6s32PAWQeOAgWjM","中关村北大街98号北京大学景观设计学院2层","[北京]","","2025-10-16 10:17"
"十月时光书店·咖啡·茶饮","https://www.dianping.com/shop/H2ZBItrP0a6nzRZX","海淀西大街36号","[北京]","16600026206","2025-10-16 10:16"
"蚁丘下午茶","https://www.dianping.com/shop/k4h0KiXszIGFgXTP","西直门外大街135号院东马路口莫斯科餐厅面包北","[北京]","57960113","2025-10-16 10:15"
"藏书馆咖啡LibraryCoffee·Bistro","https://www.dianping.com/shop/G9AOSB2by6LhWeEp","北太平庄路牡丹园西里11-16号底商（地铁19号线牡丹园站F口向北步行100m）","[北京]","82092099","2025-10-16 10:15"
"西山悦咖啡","https://www.dianping.com/shop/l3lrySki6tK83JjQ","温泉路温泉镇白家疃尚品园3号楼底商124","[北京]","56914191","2025-10-16 10:14"
"8KM COFFEE","https://www.dianping.com/shop/EdiUe5mYDbSKqMSo","阜通东大街6号院2号楼1层102","[北京]","64775800","2025-10-16 10:14"
"爱上层楼咖啡馆","https://www.dianping.com/shop/itmlJrz6f3KEF8hc","紫竹院街道西三环北路13号(北外西校区大门北侧)","[北京]","88814020","2025-10-16 10:13"
"CENCHICAFE 汵奇咖啡","https://www.dianping.com/shop/G52C595UYv5KWP17","知春路63号卫星制造厂科技园内1-17汵奇咖啡","[北京]","13693083044","2025-10-16 09:53"
"风入松书店","https://www.dianping.com/shop/G2WEsaDz8oBDQXfm","中关村街道中关村大街9号A座东门（原中关村邮局南楼）","[北京]","62571006","2025-10-16 09:53"
"知岛书店·咖啡·自习","https://www.dianping.com/shop/l22cT8TcbJcFUUYw","苏州街中关村创业大街2号楼1楼","[北京]","18519293112","2025-10-16 09:48"
"赛先生的咖啡馆·简餐","https://www.dianping.com/shop/GaVwYYOOtsWga3U9","丹棱街18号创富大厦一层","[北京]","15711150244","2025-10-16 09:47"
"Smelly Cat小酒馆 Burger&Bar","https://www.dianping.com/shop/k5gxKTxl4sXfwzer","卫星制造厂科技园17幢一层101","[北京]","19520467158","2025-10-16 09:47"
"WoodGarden by厨房制造","https://www.dianping.com/shop/G1KJ3oCV9hkuVwUJ","丹棱街1号领展购物广场中关村四层","[北京]","53602687","2025-10-16 09:34"
"JM Cafe·Bakery","https://www.dianping.com/shop/G1alv3O9oz8OVuDu","骡马市大街20号院1区3号楼1层F115号（近大吉巷东门,大吉巷中街1层）","[北京]","15711184254","2025-10-15 19:08"
"JM Cafe·Bakery","https://www.dianping.com/shop/l4IdChzTvvx732qV","宫门口东岔30号","[北京]","13263209858","2025-10-15 19:08"
"烧豚MARUBA","https://www.dianping.com/shop/l3kTrXCniDc0IQk7","九都汇B1提灯街","[北京]","","2025-10-15 16:38"
"CHAMO自烘焙咖啡店","https://www.dianping.com/shop/FIoIe6f7Oz2EKF9Y","东方东路6号御东商务楼底商","[北京]","15910928596","2025-10-15 13:57"
"故市张家水盆羊肉","https://www.dianping.com/shop/G8iRDLmj0ggSMh3v","站北路与解放路十字东50米","[渭南]","13892502156","2025-10-15 10:19"
"翔子米皮","https://www.dianping.com/shop/H6alcQx8gDKN3LND","高新一路南段橡树星座B座1楼101商铺","[西安]","18629308923","2025-10-15 08:54"
"翔子米皮","https://www.dianping.com/shop/la7GDfW05JYATiRt","边东街东泰城市之光南区","[西安]","18629308923","2025-10-15 08:53"
"王魁腊汁肉夹馍","https://www.dianping.com/shop/l7beL4O65zrAQiMf","东关南街南段8号1幢1单元10103室","[西安]","15596894375","2025-10-15 08:53"
"张凌峰肉夹馍","https://www.dianping.com/shop/k14cm31w1JCZLU3t","尚俭路57号","[西安]","15934298989","2025-10-15 08:53"
"Han's coffee 憨憨咖","https://www.dianping.com/shop/H867xhOO6LLE6Jpb","水岸南街中国铁建乐想汇2号楼东侧1层底商2-108","[北京]","18855058007","2025-10-14 23:48"
"NORHOR北欧表情家居","https://www.dianping.com/shop/H83fMG97vXqkYT1I","曲江池北路南湖金座1-2层","[西安]","89666223","2025-10-14 21:12"
"NORHOR北欧表情家居","https://www.dianping.com/shop/H378G8h0bo56QO9R","建国路89号华贸20号商务楼","[北京]","85952668","2025-10-14 21:12"
"Umai!有麦 日本生啤店","https://www.dianping.com/shop/l3inSTtjzIfEb8Pg","新源里西1号（瑞兆居酒屋内）","[北京]","13269826960","2025-10-14 21:07"
"麦芽堂精酿·威士忌","https://www.dianping.com/shop/H9wSuDLzrEeQRUuI","高新路枫林绿洲G区3号商业41号楼10109室（木塔寺地铁站D口北30米）","[西安]","88456484","2025-10-14 20:00"
"栗记仙豆糕·西安特色绿豆糕·糯叽叽","https://www.dianping.com/shop/G7GVRyd6CaLSyegb","长安中路123号赛格国际购物中心负2层QC-3010（茶话弄旁边）","[西安]","15591866223","2025-10-14 19:57"
"玉纹顺德姜撞奶","https://www.dianping.com/shop/l8zp9t0c1AV1Q9kR","GOGO街区1楼（兰湘子向北60米）","[西安]","18220874999","2025-10-14 19:57"
"阿福幸食","https://www.dianping.com/shop/G4G9T6VxsFdWypjP","顺城巷老菜市场项目商业2号楼209号商铺","[西安]","13110407080","2025-10-14 19:57"
"回响ECHO Bar&Designers Boutique","https://www.dianping.com/shop/lart9apPdVQPR2SH","体育馆东路10号","[西安]","85389162","2025-10-14 19:54"
"浮白Taproom","https://www.dianping.com/shop/l4In1PEUg3B8CiPd","朱雀大街保吉巷25号","[西安]","18700993025","2025-10-14 19:53"
"光音LIVE","https://www.dianping.com/shop/H2I7NVwfESmV1Die","环城南路榴园映象下沉广场负1层","[西安]","85576007","2025-10-14 19:52"
"方寸Whisky&Cocktail Bar","https://www.dianping.com/shop/k2btfYDWN1BIBJz2","五星街10号","[西安]","13121178005","2025-10-14 19:50"
"BUENO不为","https://www.dianping.com/shop/l3yLahFqXluQrO0Y","体育馆东路334号（宏信国际花园西门旁）","[西安]","18109197321","2025-10-14 19:50"
"NiWoWo泥窝窝·精酿","https://www.dianping.com/shop/l7H4H5xKWrlIxsEv","南门里顺城巷西段40号","[西安]","87370669","2025-10-14 19:50"
"桂mototo","https://www.dianping.com/shop/G6tERIg6lYByuD82","环城南路东段榴园（漫咖啡楼下）","[西安]","4000291598","2025-10-14 19:49"
"务本精酿·中式Bistro","https://www.dianping.com/shop/k3rRZfzG9p2E3gbI","雁展路1111号西安万象天地环形广场北侧T3栋1层电影院斜对面（停车场往泡泡米1/2号电梯方向,到一层出电梯右转直走20米）","[西安]","81206887","2025-10-14 19:49"
"务本精酿","https://www.dianping.com/shop/G3uewZHre5l9LhnQ","体育馆东路8号西侧(米店2楼楼下隔壁)（门口路边有停车位或者向南50米有立体停车库）","[西安]","85224070","2025-10-14 19:49"
"回响咖啡&酸奶","https://www.dianping.com/shop/Ha1y65FjSLMUmBAn","下马陵","[西安]","17791415626","2025-10-14 19:49"
"几何咖啡","https://www.dianping.com/shop/G3jVDNKFcyqvhucH","团结南路高新时代广场A栋13层1303-1号","[西安]","18092415936","2025-10-14 19:48"
"山灰艺术社区","https://www.dianping.com/shop/k21wN4Ef1VHcYup2","电子一路四季西巷山灰艺术社区","[西安]","18710890221","2025-10-14 19:48"
"M+CAFE","https://www.dianping.com/shop/l5L5mjCAcTXvFGc5","西安石油大学生活区东门四季西巷内,山灰艺术社区一层","[西安]","17791399467","2025-10-14 19:48"
"知一咖啡","https://www.dianping.com/shop/G3CZPUEswlJUV5fk","曲江新区芙蓉南路芙蓉新天地3号楼一层","[西安]","89129600","2025-10-14 19:37"
"知一咖啡·甜品","https://www.dianping.com/shop/k4j6JVISQ0hGiMK5","东大街132号","[西安]","81212282","2025-10-14 19:34"
"壹杯UNVERRE","https://www.dianping.com/shop/FWkrBTBuZIqDMoMt","延兴门二路交大南洋时代","[西安]","18710330078","2025-10-14 19:33"
"壹杯UNVERRE","https://www.dianping.com/shop/k9glfy3cigESOWus","含光门里顺城南路向东100米","[西安]","17792677692","2025-10-14 19:33"
"春庄SpringHues","https://www.dianping.com/shop/GarMvKpuHnntczdT","南院门街道西木头市41号(巷内独立商铺)","[西安]","13679202310","2025-10-14 19:32"
"春庄咖啡SpringHues","https://www.dianping.com/shop/kaa9jgow6s4ufLJd","竹笆市钟楼小区9号楼一层商铺","[西安]","13679202310","2025-10-14 19:32"
