名称,J_shopt href,地址,city,经纬度,tel,time,北京树村丽景苑距离,北京树村丽景苑时间,北京海淀区万家灯火大厦距离,北京海淀区万家灯火大厦时间,北京海淀区上地5号咖啡厅距离,北京海淀区上地5号咖啡厅时间
滕乡魏道滕州菜煎饼,https://www.dianping.com/shop/H3Ks81RBE5obVAcb,东三环中路39号院6号楼1至2层0666一层0666D,[北京],"116.459079,39.906293",13718663138,2023/9/20 13:02,26.19 km,55 min,28.66 km,102 min,25.08 km,89 min
什么时候冒出来这么一个咖啡商店,https://www.dianping.com/shop/G8wv93HTTN18PdvF,香山买卖街8号,[北京],"116.201142,39.992627",15210793775,2023/9/14 10:44,12.01 km,21 min,18.09 km,48 min,12.64 km,32 min
绥兴盛,https://www.dianping.com/shop/H9nPDTxsEWANeJ7Z,"宏昌路望京西园四区420号楼1层小区内底商（近建设银行,广顺北大街）",[北京],"116.467690,40.007367",64745766,2023/9/13 23:56,18.74 km,38 min,20.45 km,76 min,16.84 km,61 min
楚味传奇·湖北牛肉粉热干面,https://www.dianping.com/shop/H1UHAaAhqEkwi6aR,海淀大街中关村5号美食街区负1层33A号（近很久以前羊肉串）,[北京],"116.313461,39.982719",18500211522,2023/9/4 9:13,9.28 km,21 min,11.98 km,41 min,6.21 km,25 min
有个盐面包,https://www.dianping.com/shop/k9BKdqmV7VfvIT2f,"西大望路27号北化机爱工场2-1号119幢1层086号（留白影视南侧底商,近宝琳大厦）",[北京],,13718602943,2023/9/3 21:42,Error,Error,Error,Error,Error,Error
羊大爷涮肉,https://www.dianping.com/shop/l3n8XTqJ2P9dv2an,南湖东园201号楼中福百货3层,[北京],"116.463629,40.000569",13681061190,2023/9/3 18:41,18.32 km,36 min,20.33 km,75 min,16.71 km,60 min
日出拉面,https://www.dianping.com/shop/H1wkvyIdxsM2huvK,望京万科时代中心F座写字楼里1层品牌街（火星面馆和江户前寿司中间玻璃门进写字楼再往右走）,[北京],"116.482887,39.989434",64357371,2023/9/3 17:36,24.82 km,42 min,25.57 km,94 min,21.96 km,79 min
钟久夫肠粉王,https://www.dianping.com/shop/G7pd62wAtw2qOKgd,百子湾路16号百子园17号楼底商,[北京],"116.485746,39.900178",15313958212,2023/9/3 17:33,32.60 km,62 min,33.35 km,118 min,29.73 km,106 min
钟久夫肠粉王,https://www.dianping.com/shop/l1v3dD2wlNWjxZ38,新源南路10号楼底商,[北京],"116.451422,39.947583",17600868583,2023/9/3 17:33,26.37 km,39 min,23.92 km,77 min,20.34 km,62 min
钟久夫肠粉王,https://www.dianping.com/shop/k65ZxZDG1Nq9LtGi,广渠路66号院-4号,[北京],"116.464980,39.890299",17710186850,2023/9/3 17:33,27.91 km,62 min,30.39 km,109 min,26.81 km,96 min
钟久夫肠粉王,https://www.dianping.com/shop/H5HmJ5L9y5U4Z88L,大屯小营路6号道尔泰农贸市场1层,[北京],"116.425885,39.996501",18518596700,2023/9/3 17:33,19.27 km,31 min,18.28 km,74 min,14.67 km,54 min
济州爱肉堂,https://www.dianping.com/shop/GaJFQMdycu2Avv8J,安立路68号飘亮购物广场2楼-014,[北京],"116.409078,39.997926",18519810211,2023/9/1 16:52,14.49 km,32 min,16.49 km,69 min,12.88 km,52 min
鮨煦板前寿司,https://www.dianping.com/shop/H3pe4xFe3GcjhvQp,朝阳大悦城F8层03室（6号直梯旁）,[北京],"116.518383,39.924359",85818828,2023/8/29 23:36,31.27 km,68 min,33.28 km,113 min,29.66 km,96 min
一阳寿司,https://www.dianping.com/shop/k1pwtLDmRQ6LM0Jn,"麦子店街三十九号Y108（三全公寓对面,富驿时尚酒店往西三十米）",[北京],"116.466342,39.947782",65909521,2023/8/27 13:54,22.20 km,42 min,24.67 km,83 min,21.09 km,67 min
熊猫干锅·精品麻辣香锅,https://www.dianping.com/shop/H1BtmabP0veexea8,"望京小街万科时代e座1层1003-1004号（汉庭酒店正后面,靠地面停车场的底商）",[北京],,15818638039,2023/8/27 0:01,Error,Error,Error,Error,Error,Error
藏家Collector,https://www.dianping.com/shop/GaEmYBhYiwYT1AMU,东大桥路9号侨福芳草地负2层11B号,[北京],"116.449315,39.919450",56907009,2023/8/23 17:54,29.44 km,50 min,26.98 km,92 min,23.41 km,79 min
后厨意餐La Cucina,https://www.dianping.com/shop/G9mL56AW0nQPUA1S,"光华路44号A-3,邮政储蓄银行正对面",[北京],"116.436870,39.912881",85794658,2023/8/12 10:40,25.37 km,52 min,27.84 km,97 min,24.27 km,83 min
米就Bistro,https://www.dianping.com/shop/jX1ce0OwAbOQ2ia9,板桥南巷7号人民美术文化园西楼二层,[北京],"116.417550,39.939009",17801609882,2023/8/2 18:36,18.85 km,42 min,21.32 km,80 min,17.75 km,63 min
牛鼎云南特色烧烤,https://www.dianping.com/shop/H1oB2hndYUmvFWUp,学院路17号,[北京],"116.355423,39.998498",82396256,2023/7/29 19:52,8.42 km,22 min,12.61 km,52 min,6.94 km,30 min
小街猪手,https://www.dianping.com/shop/G6ZaNZfMyNYwWd0G,交道口街道香饵胡同112号（胖妹面庄往西400米）,[北京],"116.416332,39.939344",64023866,2023/7/25 0:12,18.62 km,42 min,21.09 km,78 min,17.51 km,61 min
小街猪手,https://www.dianping.com/shop/k1oTzSbnSQT8WiLM,团结湖路9号楼南侧胡同内,[北京],"116.466598,39.930846",65915591,2023/7/25 0:12,23.58 km,46 min,26.05 km,93 min,22.48 km,77 min
福鲜名家,https://www.dianping.com/shop/iHFob1hSRuKKLTHW,阜通西大街望京西园4区415号楼对面2楼,[北京],"116.473082,39.995999",64734893,2023/7/23 21:27,20.17 km,41 min,22.18 km,79 min,18.56 km,63 min
昭福·大正茶寮,https://www.dianping.com/shop/G7VYoD1tC4hSUsz8,五道营胡同26-1,[北京],"116.414626,39.948347",13511081088,2023/7/23 21:00,18.02 km,35 min,20.49 km,76 min,16.91 km,53 min
牛街大齐炖肉浇面,https://www.dianping.com/shop/k6yDAMzALs0fUgo8,嘉园路,[北京],"116.364953,39.841250",15726632623,2023/7/23 20:27,27.78 km,44 min,30.48 km,96 min,28.41 km,77 min
小云南,https://www.dianping.com/shop/l3l6e1Isymt8yt0O,后永康胡同8号,[北京],"116.422501,39.944596",64027019,2023/7/21 20:27,19.72 km,38 min,22.19 km,79 min,18.62 km,58 min
馔豚·台北菜专门店,https://www.dianping.com/shop/H1WcSzr7UObxQsjN,建国路86号SKP-S商场B1010,[北京],"116.471994,39.910808",13141072805,2023/7/21 20:27,32.29 km,60 min,33.04 km,111 min,29.42 km,100 min
素坤泰船面,https://www.dianping.com/shop/H4MPaKOayESDi0Up,望京街阜安西路11号负一层,[北京],"116.477821,39.997295",13716998320,2023/7/21 20:26,19.99 km,42 min,21.99 km,80 min,18.38 km,64 min
一轩饺子馆,https://www.dianping.com/shop/G8yxkHJSZNBFi8Ti,望京西路北小河公园东门北侧,[北京],"116.455245,40.005054",65718887,2023/7/21 20:25,17.90 km,35 min,19.90 km,74 min,16.29 km,60 min
黑山烤房BBQ,https://www.dianping.com/shop/jpXhpd2Tz5hAR7ZB,北庄52号,[北京],"117.180981,40.509487",18511831944,2023/7/15 23:01,118.14 km,101 min,125.72 km,115 min,116.53 km,136 min
天下盐,https://www.dianping.com/shop/H8DO7XsKigNQAvdi,东四十条22号A25号,[北京],"116.431144,39.931793",64096185,2023/7/12 11:41,20.62 km,47 min,23.09 km,97 min,19.52 km,69 min
李记潮汕砂锅粥,https://www.dianping.com/shop/l3SZOK7illWCCLQn,京藏高速公路信息科技大学旁,[北京],"116.342268,40.044206",62998662,2023/7/8 12:34,5.08 km,19 min,7.06 km,37 min,3.97 km,22 min
很久以前羊肉串,https://www.dianping.com/shop/H4GPOhiznu2Lt9i6,农大南路上地华联上地购物中心下沉广场B1,[北京],"116.311240,40.028589",15711399857,2023/6/22 20:57,2.06 km,9 min,4.13 km,20 min,0.86 km,5 min
越来越湘,https://www.dianping.com/shop/lazu28fauw6obzGV,拱辰街道拱辰北大街1号（昊天假日酒店1楼）,[北京],"116.140919,39.743409",60325296,2023/6/20 20:23,42.17 km,46 min,48.26 km,105 min,42.81 km,90 min
阿宝烧烤,https://www.dianping.com/shop/l2rTLrJCI66ZlSj8,大井东街17号,[北京],"116.278442,39.870988",13161862022,2023/6/14 10:07,21.99 km,30 min,24.70 km,77 min,22.62 km,63 min
颐茶中式茶饮,https://www.dianping.com/shop/k1EB5EZwV886WgRQ,新建宫门路19号颐和园内延清赏楼,[北京],"116.269583,39.998915",17200310432,2023/6/10 18:47,7.34 km,20 min,8.86 km,34 min,7.94 km,25 min
mterra地中海轻食,https://www.dianping.com/shop/H9c0kAHHyrDNo4qm,建国门外大街1号国贸商城北区五层NL5013,[北京],"116.460554,39.912250",13621237092,2023/6/3 10:24,25.37 km,53 min,27.84 km,99 min,24.26 km,85 min
有馍有面,https://www.dianping.com/shop/inSiRRYdwwmFcHxc,清华东路2号41栋7-1号,[北京],"116.353015,40.002771",62325200,2023/6/2 20:18,8.04 km,20 min,11.67 km,51 min,6.56 km,29 min
晋B2008刀削面,https://www.dianping.com/shop/H7odpIomCs089Kxm,万泉河路乙109号1楼（近城乡超市）,[北京],"116.307018,39.965202",57497128,2023/5/29 21:27,10.02 km,21 min,12.72 km,39 min,10.65 km,28 min
锅一炖肉锅,https://www.dianping.com/shop/G6P3f0pUdpyS5Wcl,台湾街石景山路2号,[北京],"116.238760,39.904264",18310844663,2023/5/28 19:29,21.62 km,32 min,29.02 km,83 min,22.25 km,68 min
笑餐厅 the diner,https://www.dianping.com/shop/G4jZcLNELo6KFlmR,安定门内大街159号,[北京],"116.408163,39.944700",15600686176,2023/5/25 9:05,17.92 km,33 min,20.39 km,73 min,16.82 km,50 min
利苑酒家,https://www.dianping.com/shop/EoVWA6uQ5um0NIaz,建国门外大街甲6号华熙国际中心C座C2-C3,[北京],"116.456469,39.907023",85670138,2023/5/20 17:53,26.36 km,56 min,28.83 km,103 min,25.25 km,89 min
大浦港韩餐,https://www.dianping.com/shop/HaDnz6vPpKFBo5KB,广顺北大街望京西园四区420号楼,[北京],"116.469209,39.996437",13522770650,2023/5/14 19:59,20.29 km,40 min,22.29 km,81 min,18.68 km,66 min
华盛丰温州大排档,https://www.dianping.com/shop/ka9I5NY2kaCzRu0I,东三环南路13号-3号乐游饭店1层,[北京],"116.460649,39.880060",87771008,2023/5/14 19:58,28.76 km,61 min,31.23 km,110 min,27.65 km,96 min
看丹桥老头烧烤,https://www.dianping.com/shop/l5DqfTy3PIOGT3AD,丰管路16号院9号楼1005,[北京],"116.308991,39.855607",15313385320,2023/5/14 19:56,22.55 km,39 min,25.25 km,87 min,23.18 km,71 min
功夫潮牛潮汕牛肉火锅,https://www.dianping.com/shop/G53qOLfK0dukGpT6,上地街道信息路19号1号楼1层东南侧103西第间,[北京],"116.311774,40.030490",15311801518,2023/5/13 13:35,1.89 km,9 min,3.96 km,19 min,0.69 km,4 min
永和鲜浆,https://www.dianping.com/shop/G4O9EF0DEUC8VujX,阜成门外大街阜成门外大街3号楼一层5门（国宾酒店对面）,[北京],,68031762,2023/5/13 7:50,22.78 km,50 min,25.92 km,103 min,22.31 km,86 min
Rechill Cafe,https://www.dianping.com/shop/G4QRoMDfNvMGAieg,工人体育场东路中国红街4-102号,[北京],"116.450686,39.932939",15011278005,2023/5/9 12:13,28.62 km,47 min,26.16 km,89 min,22.59 km,74 min
MONOHINI by者火,https://www.dianping.com/shop/EtTVOiUUrV3Znoc1,麦子店西街39号富驿时尚酒店一层大堂东侧,[北京],"116.468490,39.944997",65858668,2023/5/9 11:14,22.40 km,42 min,24.87 km,84 min,21.29 km,67 min
峥峥胖哥抓饭,https://www.dianping.com/shop/G8hKQD76sE9EOAJR,丰科路6号院万达广场4号楼万达金街1层3-107（万达金街内）,[北京],"116.298774,39.823210",13051811859,2023/5/7 23:54,27.18 km,37 min,29.89 km,85 min,27.81 km,72 min
嘎洒汤锅·云南菜,https://www.dianping.com/shop/k3D8YuvDAmZGH9Jf,黄寺大街佰隆大厦2层东侧（湘德楼对面）,[北京],"116.389046,39.963326",17810618270,2023/5/7 11:11,15.18 km,28 min,17.65 km,58 min,14.08 km,41 min
众爱慈善商店,https://www.dianping.com/shop/l6Qytd8Hy84uGNF3,香江北路甲2号,[北京],"116.527510,40.034608",64368506,2023/5/7 9:59,25.16 km,51 min,27.17 km,94 min,23.56 km,78 min
和颐合烤鸭店,https://www.dianping.com/shop/k6PqIm3FyNNTOFq7,槐柏树街北里甲2-4,[北京],"116.353133,39.896609",63158881,2023/5/3 11:39,21.51 km,38 min,23.31 km,82 min,18.18 km,66 min
捌比特感官书店·8BIT SENSE BOOK,https://www.dianping.com/shop/H9XJq2ra6hsnNnxv,拱辰街道拱辰西路拱辰1954文创园内,[北京],"116.171953,39.724743",17191093500,2023/4/30 9:50,49.29 km,58 min,55.37 km,119 min,49.92 km,103 min
陶陶居酒家,https://www.dianping.com/shop/Gagbqr2UGEE3DaOm,工体北路58号太古里西区五层,[北京],"116.452941,39.934740",64625184,2023/4/29 17:15,23.90 km,47 min,26.37 km,93 min,22.79 km,78 min
渔歌·四季蒸汽海鲜,https://www.dianping.com/shop/H2KAS6X0UAvLj6J3,上地南路朱房村中央财大家属楼一层南侧101号,[北京],"116.327837,40.027486",83222238,2023/4/28 20:16,3.66 km,16 min,5.73 km,32 min,2.19 km,15 min
迎春面馆,https://www.dianping.com/shop/l935fFCqgz32zurP,大红门路社区党委隔壁,[北京],"116.651387,39.884039",18511635725,2023/4/25 14:23,42.88 km,87 min,44.89 km,133 min,41.27 km,118 min
任记温州海鲜大排档·海鲜面特色小吃,https://www.dianping.com/shop/H5Q0Kb6KPk1kLtAW,丰海街海户屯165号一层001号商铺,[北京],"116.397686,39.851126",15901488222,2023/4/25 14:22,29.82 km,46 min,32.53 km,100 min,30.46 km,82 min
细园私家厨房·炭炉炖肉煲,https://www.dianping.com/shop/k2cBr9tLqY7n0Dpe,中关村大街28-1号海淀文化艺术大厦地下一层中海园食街,[北京],"116.318928,39.976460",13121033711,2023/4/21 21:25,11.05 km,24 min,10.73 km,46 min,7.22 km,30 min
前海沿儿,https://www.dianping.com/shop/l3DfWFJuRsYJOPkN,东四六条甲15号,[北京],"116.424584,39.930201",18600053262,2023/4/21 19:55,20.21 km,45 min,22.68 km,89 min,19.10 km,66 min
很久以前羊肉串,https://www.dianping.com/shop/il49sUpKxPvw1I53,龙岗路清河清景园5号楼102室商铺（近清河公交车站、物美清河大卖场）,[北京],"116.351815,40.031368",13522980954,2023/4/21 19:48,5.82 km,21 min,7.91 km,41 min,4.71 km,26 min
大塚食堂,https://www.dianping.com/shop/ka3Qw6pOFPsPef8N,天泽路华远九都汇负一层提灯街,[北京],"116.466324,39.957473",15010513529,2023/4/21 11:33,25.23 km,40 min,25.98 km,93 min,22.36 km,77 min
汇湘阁,https://www.dianping.com/shop/lahxIqN4HOfe4J5q,玲珑路地铁6号线海淀五路居站C出口右拐南行150米,[北京],"116.278606,39.934700",13011202080,2023/4/18 15:15,14.19 km,24 min,16.89 km,51 min,14.82 km,41 min
张妈妈特色川味馆,https://www.dianping.com/shop/H6mjWwJ8Lnxivp0i,民族大学西路58号中央民族大学,[北京],"116.320491,39.950579",68937218,2023/4/18 14:40,12.36 km,27 min,15.06 km,49 min,12.99 km,38 min
安妮意大利餐厅,https://www.dianping.com/shop/k2AQCLMZPUk0xYCo,双清路88号华源世纪商务楼3楼310室（临近清华大学东南门）,[北京],"116.332800,39.996548",65033871,2023/4/18 14:34,7.35 km,21 min,11.95 km,51 min,5.87 km,27 min
Moi芬兰餐吧,https://www.dianping.com/shop/larISUijwTcYaj8p,东直门街道香河园北街当代MOMA内(百老汇电影院旁边),[北京],"116.437605,39.950546",84388808,2023/4/18 14:28,20.58 km,39 min,26.51 km,88 min,19.47 km,60 min
福楼毕斯罗F Bistronome,https://www.dianping.com/shop/k5sw92z3gdZdjDR1,东三环中路国贸商城3期北区B座7层NL7005号商铺,[北京],"116.460668,39.911532",85950771,2023/4/18 14:11,25.36 km,53 min,27.83 km,99 min,24.26 km,86 min
META SPACE 咖啡酒吧,https://www.dianping.com/shop/l5kaOX3OGsE56rD9,荷清路东升园公寓1号楼1层北部,[北京],"116.337160,39.989847",18310077193,2023/4/17 22:36,7.88 km,21 min,12.47 km,52 min,6.40 km,28 min
Buscoco甜品食堂,https://www.dianping.com/shop/k7zN2FzMGBBLvTTX,天坛街道珠市口东大街16号崇文劳动保障大厦一层106（珠市口地铁站C东南口步行290米全季酒店入口),[北京],"116.402719,39.891887",13260181522,2023/4/17 19:22,27.05 km,51 min,26.17 km,102 min,22.76 km,83 min
最牛喜事潮汕鲜牛肉火锅,https://www.dianping.com/shop/l4sOeH847ZbXzBu3,和平里东街和平街十三区4号楼西北侧底商（和平里东街公交车站，煤炭大厦北行200米）,[北京],"116.425682,39.962562",57103886,2023/4/17 14:36,22.44 km,39 min,24.45 km,83 min,20.83 km,69 min
重山钵钵,https://www.dianping.com/shop/k1Xfafab3Te6UVQm,学院路乙9号院1号楼1层104号,[北京],"116.352197,39.999696",82307898,2023/4/17 14:28,18.68 km,29 min,18.66 km,75 min,15.05 km,56 min
那兰酒楼,https://www.dianping.com/shop/G5w0unaSF58SJsX8,东三环中路桂京商务宾馆旁,[北京],"116.461732,39.910843",67769488,2023/4/17 14:28,25.35 km,51 min,27.82 km,97 min,24.24 km,84 min
曾三仙米线,https://www.dianping.com/shop/G3dVCOFSLBC7ft37,百子湾路后现代城A区18号楼1楼（楠火锅旁）,[北京],"116.451806,39.917822",18419182157,2023/4/17 12:47,32.25 km,62 min,32.99 km,116 min,29.38 km,106 min
曾三仙米线,https://www.dianping.com/shop/l7Z43P7lzclUVaCD,海淀大街中关村广场购物中心D区B1层,[北京],"116.312306,39.983227",17600180788,2023/4/17 12:45,9.33 km,20 min,12.03 km,42 min,6.63 km,26 min
枫寿司,https://www.dianping.com/shop/H9JUvckloOxVfIoA,麦子店街39号东侧一层1381室,[北京],"116.466643,39.947902",65832721,2023/4/16 19:00,22.17 km,41 min,24.64 km,83 min,21.07 km,66 min
威海小渔村,https://www.dianping.com/shop/l9PtDd0Ua0JtV5qH,小南庄甲8号喆啡酒店一层,[北京],"116.305962,39.964783",57256360,2023/4/14 20:33,9.88 km,19 min,12.59 km,37 min,10.51 km,26 min
团结湖四川麻辣烫,https://www.dianping.com/shop/H6oYmSR8C9yMB0tJ,团结湖北路团结湖北三条社区医院对面,[北京],"116.468394,39.931220",13718041938,2023/4/13 17:13,23.62 km,46 min,26.09 km,93 min,22.52 km,77 min
素虎上地店,https://www.dianping.com/shop/k5jIhumRxrI6NPAi,软件园北街西北旺东路10号院东区5号楼地下1层B102号,[北京],"116.284855,40.045882",58741854,2023/4/13 13:28,4.08 km,16 min,1.95 km,9 min,4.32 km,19 min
一碗面,https://www.dianping.com/shop/Ga5RXhLtidUFZK8z,麦子店街道农展馆北路枣营北里15号楼1栋(258电器城对面),[北京],"116.471191,39.945073",18184059395,2023/4/11 16:27,23.04 km,42 min,25.51 km,85 min,21.94 km,68 min
LA FIESTA 西班牙葡萄酒餐吧,https://www.dianping.com/shop/k3rpVvt8U88RVksc,沙滩后街17号,[北京],"116.402852,39.925547",13241161611,2023/4/9 16:12,18.86 km,41 min,22.26 km,84 min,18.68 km,65 min
PNG Pause N' Go,https://www.dianping.com/shop/k4iTCsy6pHrFPHM7,建国门外大街DRC齐家园外交公寓12号楼1单元B1下沉广场（健身房旁）,[北京],"116.482472,39.935192",19520085756,2023/4/6 9:32,28.23 km,51 min,28.97 km,102 min,25.36 km,89 min
三样菜,https://www.dianping.com/shop/k3Ivd4GcKW78dcl9,东直门外新中街甲1号（十字坡北口商业楼1幢筹2幢）,[北京],"116.439318,39.938605",64172399,2023/4/4 14:48,21.26 km,40 min,23.73 km,91 min,20.15 km,62 min
悠航SLOWBOAT,https://www.dianping.com/shop/G8IrRqD4r5kql04A,南三里屯路6号,[北京],"116.455646,39.931021",65925388,2023/4/2 17:25,24.21 km,47 min,26.68 km,92 min,23.10 km,78 min
小付煎饼,https://www.dianping.com/shop/l2lw2CSAbLo8k8GR,方砖厂胡同4号馨心百姓生活超市里面,[北京],"116.399772,39.938085",15210986683,2023/3/30 22:05,17.37 km,37 min,19.84 km,72 min,16.27 km,55 min
闖山,https://www.dianping.com/shop/G2JvCbOkThipYE7n,左家庄西街12号楼底商,[北京],"116.440498,39.950787",64622699,2023/3/30 22:05,26.28 km,38 min,23.82 km,75 min,20.25 km,60 min
WasPark,https://www.dianping.com/shop/H9nqldigqhNHvZ94,法华寺街91号9栋102,[北京],"116.421974,39.887550",13581931784,2023/3/30 22:04,28.49 km,58 min,31.77 km,108 min,28.19 km,90 min
CHOC-A-LOT,https://www.dianping.com/shop/G2b5vdkfTKVjUK10,797路乐活新青年社区旁边,[北京],"116.491810,39.986146",13552274728,2023/3/30 11:50,21.86 km,47 min,25.01 km,100 min,21.39 km,83 min
CHOC-A- LOT,https://www.dianping.com/shop/k1PVOBjNYMobT5kG,红星胡同乙14号,[北京],"116.422120,39.914724",13552274728,2023/3/30 11:50,24.46 km,49 min,26.93 km,104 min,23.36 km,78 min
CHOC-A-LOT,https://www.dianping.com/shop/laU8MTEaZpDQTMpN,东方东路6号御东商务楼,[北京],"116.464278,39.955862",13552274728,2023/3/30 11:49,21.00 km,39 min,23.47 km,78 min,19.90 km,62 min
A.C.W. 手羽大使,https://www.dianping.com/shop/EgpUvzKbwlZtKqL7,麦子店西街39号富驿时尚酒店二层,[北京],"116.468490,39.944997",13691271491,2023/3/29 16:41,19.12 km,38 min,21.12 km,76 min,17.51 km,60 min
青鸟居酒屋,https://www.dianping.com/shop/k9C1UC2F1dsSgoQX,东三环中路富力双子座B座一楼1104号（富力万丽酒店对面）,[北京],"116.460659,39.897848",15810900848,2023/3/26 22:27,26.98 km,59 min,29.45 km,107 min,25.88 km,93 min
北京1983面包坊,https://www.dianping.com/shop/l66XWpIO5GltjyiE,崇文门西大街2号,[北京],"116.418049,39.900344",65122711,2023/3/23 11:13,26.76 km,54 min,25.31 km,104 min,27.39 km,95 min
鲍师傅糕点,https://www.dianping.com/shop/G5FihXCWDFUsMUEx,建国门外大街甲5号,[北京],"116.451052,39.909009",15600358451,2023/3/22 19:29,26.48 km,54 min,28.95 km,101 min,25.38 km,87 min
便宜坊烤鸭,https://www.dianping.com/shop/k8tlPl2Za1YIrtB2,"安翔北路安翔里甲21号楼(近健翔桥)（水立方西300米,解放军306医院南门斜对面）",[北京],"116.382325,39.987328",64856688,2023/3/22 14:38,10.82 km,28 min,13.18 km,54 min,9.56 km,33 min
东岸爵士吧,https://www.dianping.com/shop/laF8fgywsJUpWU4t,什刹海街道前海南沿2号二层（什刹海地铁站C东南口步行200米）,[北京],"116.395340,39.936118",84032131,2023/3/21 16:40,17.02 km,35 min,19.49 km,70 min,15.91 km,53 min
Tango by Ala House,https://www.dianping.com/shop/H2i76JKd0hex41wc,亮马河南路18号二层,[北京],"116.446957,39.942773",85322418,2023/3/21 16:39,27.00 km,40 min,24.55 km,77 min,20.97 km,63 min
fu3福叁咖啡,https://www.dianping.com/shop/H4DV0NNsaVpQbWjL,工人体育场北路1-1号底商,[北京],"116.460212,39.934052",18210852885,2023/3/20 10:22,22.90 km,43 min,25.37 km,90 min,21.80 km,74 min
COMMUNE RESERVE幻师,https://www.dianping.com/shop/l4TvBaqWt8HmqIn2,西大望路甲6号光华国际大厦1层101,[北京],"116.478551,39.912020",13693232573,2023/3/18 19:22,31.90 km,58 min,32.65 km,109 min,29.03 km,98 min
SCONE U司康与你,https://www.dianping.com/shop/H6mxOBUsyRXxBbFo,百子湾路苹果社区北区2号楼c座外中国烟酒下负一层b1-14室,[北京],"116.469999,39.899945",15010796530,2023/3/16 14:38,32.93 km,62 min,33.67 km,117 min,30.06 km,105 min
码头一碗面,https://www.dianping.com/shop/l5KwunSGlplh06nT,呼家楼北街福奈特洗衣店隔壁,[北京],"116.464999,39.922700",56236846,2023/3/16 9:28,24.60 km,49 min,27.07 km,95 min,23.50 km,81 min
爱江山,https://www.dianping.com/shop/Haka81OFpmFRr07W,正福寺路2号（近板井路）,[北京],"116.286542,39.948088",51906655,2023/3/16 9:27,13.47 km,25 min,16.18 km,52 min,14.11 km,43 min
成都记忆邓记老面,https://www.dianping.com/shop/EWFJYoFdpINXeKY3,工体北路8号院三里屯SOHO3号商场3层305号,[北京],"116.453369,39.932415",13716890190,2023/3/16 9:26,23.20 km,45 min,25.67 km,105 min,22.10 km,77 min
哦了Ori Sake&Food,https://www.dianping.com/shop/G3j5zVZLa5e2WxJQ,交道口南大街47号,[北京],"116.408398,39.937915",13240768756,2023/3/16 9:25,18.69 km,35 min,21.16 km,76 min,17.59 km,54 min
Park Square Restaurant&Lounge园庭,https://www.dianping.com/shop/k4h9NY4BvsC83VSO,将台西路9-3号（珀丽酒店西）,[北京],"116.475783,39.973975",68238880,2023/3/16 9:16,24.89 km,39 min,25.64 km,93 min,22.02 km,78 min
牛者潮汕鲜牛肉火锅,https://www.dianping.com/shop/k2TKBbkDX24fyt3r,丰管路亿潼隆商场一层,[北京],,83733628,2023/3/15 8:53,Error,Error,Error,Error,Error,Error
牛者潮汕鲜牛肉火锅,https://www.dianping.com/shop/H2u4swJJqSlHmm7Z,万丰路306号（七里庄地铁B口往北500米路西）,[北京],"116.290596,39.867401",63824575,2023/3/15 8:53,21.04 km,38 min,23.74 km,85 min,21.67 km,69 min
Peter Pan 意大利餐厅,https://www.dianping.com/shop/G9iTUhTWoLcgApd5,三里屯西五街5号,[北京],"116.453862,39.943229",64651661,2023/3/14 21:04,22.87 km,41 min,25.34 km,84 min,21.76 km,67 min
越舍餐厅,https://www.dianping.com/shop/k4Dj7BbIRgIhRf7y,三里屯SOHO商场2号楼地下B1-217室,[北京],"116.454000,39.932396",57853852,2023/3/14 21:03,23.52 km,47 min,25.99 km,107 min,22.41 km,79 min
Panino Teca品味,https://www.dianping.com/shop/H3GNLchPrSI0PWQp,三里屯街道三里屯北小街1号Paninoteca（北京友谊超市后侧）,[北京],"116.452652,39.943791",84541797,2023/3/14 21:01,22.95 km,42 min,25.43 km,84 min,21.85 km,67 min
日坛睿林餐厅KAVKAZ,https://www.dianping.com/shop/G6ldBfyEYfLEpsW9,神路街39号日坛上街1-51-52号,[北京],"116.443582,39.918987",85696448,2023/3/14 20:59,23.70 km,48 min,26.17 km,106 min,22.60 km,80 min
SULTAN·苏坦土耳其餐厅,https://www.dianping.com/shop/l381wiGnfEpg5s6v,新东路新源里西20号楼金尚首层109,[北京],"116.449664,39.948793",13071101061,2023/3/14 20:58,26.25 km,39 min,23.79 km,75 min,20.22 km,61 min
雅典娜希腊餐厅,https://www.dianping.com/shop/H4iXLbI4gneOL5Z7,三里屯西五街1号,[北京],"116.454717,39.942665",64646036,2023/3/14 20:55,22.67 km,40 min,25.14 km,82 min,21.56 km,66 min
七福神,https://www.dianping.com/shop/G6rKeU3l8lbnzsul,三源里北小街8号楼底商,[北京],"116.456809,39.955715",18510711816,2023/3/14 19:39,20.20 km,35 min,22.68 km,73 min,19.10 km,57 min
泉州菜·牛王进京,https://www.dianping.com/shop/k37apPCkrLlSluZo,三里屯街道三里屯路33号3.3大厦5层5016室,[北京],"116.454506,39.938881",13599916989,2023/3/14 18:16,23.02 km,42 min,25.50 km,85 min,21.92 km,68 min
胜博殿日式炸猪排,https://www.dianping.com/shop/H9Yrqpj7dgHJJD0O,远大路1号E段世纪金源购物中心东区5层5405号,[北京],"116.288274,39.959009",88454700,2023/3/14 14:08,12.00 km,22 min,14.70 km,49 min,12.63 km,36 min
